Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Subscriber Type
0h 17m 25s,6/30/2014 15:37,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 15:54,Convention Center / 7th & M St NW,31223,W20378,Registered
0h 6m 52s,6/30/2014 15:37,Jefferson Memorial,31249,6/30/2014 15:44,Jefferson Dr & 14th St SW,31247,W21593,Registered
0h 16m 18s,6/30/2014 15:37,1st & Washington Hospital Center NW,31507,6/30/2014 15:53,8th & H St NW,31228,W01433,Registered
0h 28m 11s,6/30/2014 15:37,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,6/30/2014 16:05,Lincoln Memorial,31258,W20865,Casual
0h 9m 44s,6/30/2014 15:37,13th St & New York Ave NW,31227,6/30/2014 15:47,13th & U St NW,31268,W01444,Registered
0h 13m 15s,6/30/2014 15:37,Jefferson Memorial,31249,6/30/2014 15:50,4th & E St SW,31244,W21156,Registered
0h 23m 19s,6/30/2014 15:37,Washington & Independence Ave SW/HHS,31272,6/30/2014 16:00,Jefferson Dr & 14th St SW,31247,W20515,Casual
1h 2m 53s,6/30/2014 15:37,Columbus Circle / Union Station,31623,6/30/2014 16:40,Columbus Circle / Union Station,31623,W01378,Casual
0h 29m 7s,6/30/2014 15:37,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 16:06,Lincoln Memorial,31258,W00103,Casual
0h 29m 2s,6/30/2014 15:37,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 16:06,Lincoln Memorial,31258,W21418,Registered
0h 11m 24s,6/30/2014 15:37,USDA / 12th & Independence Ave SW,31217,6/30/2014 15:49,Columbus Circle / Union Station,31623,W20856,Registered
0h 1m 56s,6/30/2014 15:38,23rd & Crystal Dr,31011,6/30/2014 15:40,23rd & Eads St,31013,W00254,Registered
0h 7m 42s,6/30/2014 15:38,Washington & Independence Ave SW/HHS,31272,6/30/2014 15:46,4th & East Capitol St NE,31618,W01271,Casual
0h 5m 36s,6/30/2014 15:38,5th & F St NW,31620,6/30/2014 15:44,14th & D St NW / Ronald Reagan Building,31231,W00042,Registered
0h 5m 30s,6/30/2014 15:38,North Capitol St & F St NW,31624,6/30/2014 15:44,1st & H St NW,31638,W01177,Registered
0h 8m 17s,6/30/2014 15:38,1st & K St SE,31628,6/30/2014 15:47,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W00479,Registered
0h 10m 41s,6/30/2014 15:39,8th & H St NW,31228,6/30/2014 15:49,14th & Rhode Island Ave NW,31203,W00802,Registered
0h 11m 26s,6/30/2014 15:39,37th & O St NW / Georgetown University,31236,6/30/2014 15:50,Massachusetts Ave & Dupont Circle NW,31200,W00201,Registered
0h 44m 1s,6/30/2014 15:39,7th & F St NW / National Portrait Gallery,31232,6/30/2014 16:23,North Capitol St & F St NW,31624,W01195,Casual
0h 6m 16s,6/30/2014 15:39,12th & L St NW,31251,6/30/2014 15:45,14th & G St NW,31238,W21122,Registered
0h 3m 9s,6/30/2014 15:39,14th & Rhode Island Ave NW,31203,6/30/2014 15:42,7th & R St NW / Shaw Library,31245,W20443,Registered
0h 22m 21s,6/30/2014 15:39,10th St & Constitution Ave NW,31219,6/30/2014 16:02,Wisconsin Ave & O St NW,31312,W01225,Registered
0h 12m 0s,6/30/2014 15:39,10th St & Constitution Ave NW,31219,6/30/2014 15:51,1st & H St NW,31638,W21310,Casual
0h 11m 13s,6/30/2014 15:39,3rd & Tingey St SE,31634,6/30/2014 15:51,Columbus Circle / Union Station,31623,W20644,Registered
0h 43m 22s,6/30/2014 15:39,7th & F St NW / National Portrait Gallery,31232,6/30/2014 16:23,North Capitol St & F St NW,31624,W00439,Casual
0h 7m 59s,6/30/2014 15:39,7th & F St NW / National Portrait Gallery,31232,6/30/2014 15:47,13th St & New York Ave NW,31227,W00405,Registered
0h 6m 5s,6/30/2014 15:40,Connecticut Ave & Newark St NW / Cleveland Park,31305,6/30/2014 15:46,Connecticut Ave & Tilden St NW,31313,W20485,Registered
2h 48m 15s,6/30/2014 15:40,Jefferson Dr & 14th St SW,31247,6/30/2014 18:28,Jefferson Dr & 14th St SW,31247,W20510,Casual
0h 9m 38s,6/30/2014 15:40,North Capitol St & F St NW,31624,6/30/2014 15:50,11th & M St NW,31266,W01453,Registered
0h 3m 4s,6/30/2014 15:40,Adams Mill & Columbia Rd NW,31104,6/30/2014 15:43,Calvert St & Woodley Pl NW,31121,W20404,Registered
0h 11m 3s,6/30/2014 15:40,10th St & Constitution Ave NW,31219,6/30/2014 15:51,1st & H St NW,31638,W21153,Casual
0h 11m 18s,6/30/2014 15:40,7th & R St NW / Shaw Library,31245,6/30/2014 15:51,13th & U St NW,31268,W00112,Registered
0h 17m 35s,6/30/2014 15:40,4th & East Capitol St NE,31618,6/30/2014 15:58,Hains Point/Buckeye & Ohio Dr SW,31273,W21387,Registered
0h 13m 34s,6/30/2014 15:40,Jefferson Dr & 14th St SW,31247,6/30/2014 15:54,Washington & Independence Ave SW/HHS,31272,W20898,Casual
0h 6m 27s,6/30/2014 15:41,17th & K St NW,31213,6/30/2014 15:47,22nd & I St NW / Foggy Bottom,31257,W20566,Registered
0h 2m 51s,6/30/2014 15:41,3rd & H St NE,31616,6/30/2014 15:43,Columbus Circle / Union Station,31623,W20372,Registered
0h 9m 24s,6/30/2014 15:41,19th & L St NW,31224,6/30/2014 15:50,11th & M St NW,31266,W21371,Registered
0h 12m 44s,6/30/2014 15:41,Jefferson Dr & 14th St SW,31247,6/30/2014 15:54,Washington & Independence Ave SW/HHS,31272,W00189,Casual
0h 23m 36s,6/30/2014 15:41,S George Mason Dr & Four Mile Run,31063,6/30/2014 16:05,12th & Army Navy Dr,31008,W00823,Registered
0h 11m 57s,6/30/2014 15:41,3rd & D St SE,31605,6/30/2014 15:53,19th & East Capitol St SE,31601,W21666,Registered
0h 18m 17s,6/30/2014 15:41,Clarendon Blvd & Pierce St,31016,6/30/2014 16:00,17th & Rhode Island Ave NW,31239,W00594,Registered
0h 18m 3s,6/30/2014 15:42,Washington & Independence Ave SW/HHS,31272,6/30/2014 16:00,USDA / 12th & Independence Ave SW,31217,W01421,Casual
0h 11m 10s,6/30/2014 15:42,Maryland & Independence Ave SW,31243,6/30/2014 15:53,1st & M St NE,31603,W01314,Registered
0h 18m 53s,6/30/2014 15:42,Washington & Independence Ave SW/HHS,31272,6/30/2014 16:00,USDA / 12th & Independence Ave SW,31217,W00534,Casual
0h 8m 8s,6/30/2014 15:42,5th & K St NW,31600,6/30/2014 15:50,7th & R St NW / Shaw Library,31245,W20243,Registered
0h 14m 57s,6/30/2014 15:42,Jefferson Dr & 14th St SW,31247,6/30/2014 15:57,Lincoln Memorial,31258,W01487,Casual
0h 13m 6s,6/30/2014 15:42,37th & O St NW / Georgetown University,31236,6/30/2014 15:55,18th & M St NW,31221,W00210,Registered
0h 10m 21s,6/30/2014 15:42,Lincoln Park / 13th & East Capitol St NE ,31619,6/30/2014 15:52,3rd & G St SE,31625,W01140,Registered
0h 7m 41s,6/30/2014 15:42,3rd & D St SE,31605,6/30/2014 15:50,8th & F St NE,31631,W01482,Registered
0h 13m 42s,6/30/2014 15:42,17th & K St NW / Farragut Square,31233,6/30/2014 15:56,North Capitol St & F St NW,31624,W21269,Registered
0h 7m 43s,6/30/2014 15:42,D St & Maryland Ave NE,31612,6/30/2014 15:50,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W01143,Registered
0h 6m 32s,6/30/2014 15:42,4th & D St NW / Judiciary Square,31621,6/30/2014 15:49,14th & D St NW / Ronald Reagan Building,31231,W21020,Registered
0h 27m 5s,6/30/2014 15:42,Nannie Helen Burroughs & Minnesota Ave NE,31704,6/30/2014 16:09,Deanwood Rec Center,31711,W20838,Registered
0h 12m 43s,6/30/2014 15:42,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 15:55,6th St & Indiana Ave NW,31264,W20951,Registered
0h 23m 37s,6/30/2014 15:42,Idaho Ave & Newark St NW [on 2nd District patio],31302,6/30/2014 16:06,20th & O St NW / Dupont South,31234,W21495,Casual
0h 22m 32s,6/30/2014 15:43,S Four Mile Run Dr & S Shirlington Rd,31057,6/30/2014 16:05,Wilson Blvd & N Oakland St,31033,W00825,Registered
0h 17m 3s,6/30/2014 15:43,8th & East Capitol St NE,31629,6/30/2014 16:00,7th & F St NW / National Portrait Gallery,31232,W01377,Registered
0h 13m 11s,6/30/2014 15:43,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 15:56,14th & G St NW,31238,W00541,Casual
0h 4m 34s,6/30/2014 15:43,New Hampshire Ave & T St NW,31229,6/30/2014 15:48,15th & P St NW,31201,W00747,Registered
0h 12m 40s,6/30/2014 15:43,L'Enfant Plaza / 7th & C St SW,31218,6/30/2014 15:56,14th & G St NW,31238,W01135,Casual
0h 13m 47s,6/30/2014 15:43,8th & D St NW,31270,6/30/2014 15:57,Columbus Circle / Union Station,31623,W20107,Casual
0h 14m 24s,6/30/2014 15:44,Columbus Circle / Union Station,31623,6/30/2014 15:58,1st & N St  SE,31209,W20011,Registered
0h 54m 53s,6/30/2014 15:44,21st & M St NW,31212,6/30/2014 16:39,Georgetown Harbor / 30th St NW,31215,W00020,Casual
0h 10m 30s,6/30/2014 15:44,20th St & Florida Ave NW,31110,6/30/2014 15:54,Lamont & Mt Pleasant NW,31107,W20171,Registered
0h 10m 6s,6/30/2014 15:44,Wilson Blvd & N Oakland St,31033,6/30/2014 15:54,Clarendon Metro / Wilson Blvd & N Highland St,31022,W00691,Registered
0h 8m 47s,6/30/2014 15:44,3rd & H St NE,31616,6/30/2014 15:53,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W20014,Registered
0h 2m 56s,6/30/2014 15:44,15th & K St NW,31254,6/30/2014 15:47,17th & K St NW / Farragut Square,31233,W20901,Registered
0h 15m 35s,6/30/2014 15:44,18th St & Wyoming Ave NW,31114,6/30/2014 16:00,Thomas Circle,31241,W21713,Casual
0h 38m 1s,6/30/2014 15:44,Bladensburg Rd & Benning Rd NE,31617,6/30/2014 16:22,22nd & I St NW / Foggy Bottom,31257,W21192,Registered
0h 3m 12s,6/30/2014 15:44,North Capitol St & F St NW,31624,6/30/2014 15:48,3rd & H St NW,31604,W20713,Registered
0h 11m 39s,6/30/2014 15:45,M St & New Jersey Ave SE,31208,6/30/2014 15:56,Columbus Circle / Union Station,31623,W00561,Registered
0h 13m 25s,6/30/2014 15:45,11th & Kenyon St NW,31102,6/30/2014 15:58,Massachusetts Ave & Dupont Circle NW,31200,W20736,Registered
0h 5m 24s,6/30/2014 15:45,Columbus Circle / Union Station,31623,6/30/2014 15:50,D St & Maryland Ave NE,31612,W01050,Registered
0h 21m 11s,6/30/2014 15:45,14th & V St NW,31101,6/30/2014 16:06,Columbus Circle / Union Station,31623,W00616,Registered
0h 10m 20s,6/30/2014 15:45,Independence Ave & L'Enfant Plaza SW/DOE,31633,6/30/2014 15:55,Maryland & Independence Ave SW,31243,W01338,Casual
0h 14m 0s,6/30/2014 15:45,14th & G St NW,31238,6/30/2014 15:59,15th & K St NW,31254,W21243,Casual
0h 15m 5s,6/30/2014 15:45,Independence Ave & L'Enfant Plaza SW/DOE,31633,6/30/2014 16:00,15th & P St NW,31201,W20768,Registered
0h 14m 47s,6/30/2014 15:45,18th St & Wyoming Ave NW,31114,6/30/2014 16:00,Thomas Circle,31241,W01294,Casual
0h 9m 59s,6/30/2014 15:45,Independence Ave & L'Enfant Plaza SW/DOE,31633,6/30/2014 15:55,Maryland & Independence Ave SW,31243,W21682,Casual
0h 7m 18s,6/30/2014 15:46,17th & Rhode Island Ave NW,31239,6/30/2014 15:53,20th & O St NW / Dupont South,31234,W01370,Casual
0h 5m 44s,6/30/2014 15:46,M St & New Jersey Ave SE,31208,6/30/2014 15:51,3rd St & Pennsylvania Ave SE,31269,W20526,Registered
0h 8m 6s,6/30/2014 15:46,23rd & E St NW ,31260,6/30/2014 15:54,13th St & New York Ave NW,31227,W20476,Registered
0h 8m 5s,6/30/2014 15:46,Independence Ave & L'Enfant Plaza SW/DOE,31633,6/30/2014 15:54,Metro Center / 12th & G St NW,31230,W21686,Casual
0h 7m 1s,6/30/2014 15:46,17th & Rhode Island Ave NW,31239,6/30/2014 15:53,20th & O St NW / Dupont South,31234,W21555,Casual
0h 15m 53s,6/30/2014 15:46,Market Square / King St & Royal St,31042,6/30/2014 16:02,King St Metro,31048,W21580,Registered
2h 38m 31s,6/30/2014 15:46,Thomas Circle,31241,6/30/2014 18:25,17th & K St NW / Farragut Square,31233,W20633,Casual
2h 38m 36s,6/30/2014 15:46,Thomas Circle,31241,6/30/2014 18:25,17th & K St NW / Farragut Square,31233,W00598,Casual
0h 15m 57s,6/30/2014 15:46,Market Square / King St & Royal St,31042,6/30/2014 16:02,King St Metro,31048,W21292,Casual
0h 7m 5s,6/30/2014 15:46,Columbus Circle / Union Station,31623,6/30/2014 15:54,13th & H St NE,31611,W20860,Registered
0h 6m 50s,6/30/2014 15:47,Rockville Metro East,32044,6/30/2014 15:53,Taft St & E Gude Dr,32031,W21701,Registered
0h 8m 37s,6/30/2014 15:47,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 15:56,Lincoln Park / 13th & East Capitol St NE ,31619,W21680,Registered
0h 24m 15s,6/30/2014 15:47,Battery Ln & Trolley Trail,32027,6/30/2014 16:12,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,W21548,Registered
0h 19m 15s,6/30/2014 15:48,1st & Washington Hospital Center NW,31507,6/30/2014 16:07,14th & Harvard St NW,31105,W20584,Casual
0h 33m 54s,6/30/2014 15:48,Lincoln Memorial,31258,6/30/2014 16:21,Columbus Circle / Union Station,31623,W00266,Registered
0h 8m 5s,6/30/2014 15:48,18th St & Pennsylvania Ave NW,31242,6/30/2014 15:56,18th St & Pennsylvania Ave NW,31242,W21584,Registered
0h 5m 34s,6/30/2014 15:48,10th & E St NW,31256,6/30/2014 15:53,North Capitol St & F St NW,31624,W20405,Registered
0h 31m 5s,6/30/2014 15:48,Calvert St & Woodley Pl NW,31121,6/30/2014 16:19,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,W20404,Casual
0h 10m 7s,6/30/2014 15:48,M St & New Jersey Ave SE,31208,6/30/2014 15:58,Columbus Circle / Union Station,31623,W21442,Registered
0h 4m 43s,6/30/2014 15:48,22nd & I St NW / Foggy Bottom,31257,6/30/2014 15:53,20th & O St NW / Dupont South,31234,W01137,Registered
0h 24m 48s,6/30/2014 15:48,Anacostia Ave & Benning Rd NE / River Terrace ,31708,6/30/2014 16:13,Metro Center / 12th & G St NW,31230,W20603,Registered
0h 8m 55s,6/30/2014 15:48,11th & F St NW,31262,6/30/2014 15:57,Columbus Circle / Union Station,31623,W00139,Registered
0h 9m 50s,6/30/2014 15:49,USDA / 12th & Independence Ave SW,31217,6/30/2014 15:59,Columbus Circle / Union Station,31623,W20432,Casual
0h 6m 35s,6/30/2014 15:49,17th & K St NW,31213,6/30/2014 15:56,Massachusetts Ave & Dupont Circle NW,31200,W01337,Registered
0h 7m 10s,6/30/2014 15:49,5th & F St NW,31620,6/30/2014 15:56,Washington & Independence Ave SW/HHS,31272,W20009,Registered
0h 4m 40s,6/30/2014 15:49,20th St & Florida Ave NW,31110,6/30/2014 15:54,Massachusetts Ave & Dupont Circle NW,31200,W20322,Registered
1h 5m 2s,6/30/2014 15:49,22nd & I St NW / Foggy Bottom,31257,6/30/2014 16:54,S Arlington Mill Dr & Campbell Ave,31060,W20535,Registered
0h 7m 26s,6/30/2014 15:49,4th & E St SW,31244,6/30/2014 15:57,North Capitol St & F St NW,31624,W01395,Registered
0h 8m 25s,6/30/2014 15:49,Wisconsin Ave & O St NW,31312,6/30/2014 15:58,20th & O St NW / Dupont South,31234,W01101,Registered
0h 13m 10s,6/30/2014 15:49,3rd & Elm St NW,31118,6/30/2014 16:02,Park Rd & Holmead Pl NW,31602,W21601,Registered
0h 10m 17s,6/30/2014 15:49,17th & K St NW / Farragut Square,31233,6/30/2014 16:00,7th & F St NW / National Portrait Gallery,31232,W20924,Registered
0h 46m 0s,6/30/2014 15:50,10th St & Constitution Ave NW,31219,6/30/2014 16:36,Maryland & Independence Ave SW,31243,W21617,Casual
0h 15m 44s,6/30/2014 15:50,25th St & Pennsylvania Ave NW,31237,6/30/2014 16:05,Massachusetts Ave & Dupont Circle NW,31200,W20623,Registered
0h 10m 42s,6/30/2014 15:50,14th & G St NW,31238,6/30/2014 16:00,8th & H St NW,31228,W01110,Registered
0h 45m 17s,6/30/2014 15:50,10th St & Constitution Ave NW,31219,6/30/2014 16:35,Maryland & Independence Ave SW,31243,W21405,Casual
0h 3m 56s,6/30/2014 15:50,Metro Center / 12th & G St NW,31230,6/30/2014 15:54,6th St & Indiana Ave NW,31264,W20989,Registered
0h 11m 45s,6/30/2014 15:50,14th & V St NW,31101,6/30/2014 16:02,1st & Rhode Island Ave NW,31506,W00920,Registered
0h 8m 20s,6/30/2014 15:50,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 15:59,14th & V St NW,31101,W00137,Registered
0h 5m 29s,6/30/2014 15:51,15th & P St NW,31201,6/30/2014 15:56,14th & V St NW,31101,W21021,Registered
0h 5m 34s,6/30/2014 15:51,21st & M St NW,31212,6/30/2014 15:56,17th & K St NW,31213,W01258,Registered
0h 25m 50s,6/30/2014 15:51,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:17,Lincoln Memorial,31258,W20382,Casual
2h 40m 32s,6/30/2014 15:51,8th & H St NW,31228,6/30/2014 18:32,8th & D St NW,31270,W01282,Casual
0h 7m 21s,6/30/2014 15:52,19th St & Pennsylvania Ave NW,31100,6/30/2014 15:59,17th & K St NW,31213,W00287,Registered
0h 4m 1s,6/30/2014 15:52,17th St & Massachusetts Ave NW,31267,6/30/2014 15:56,17th & K St NW,31213,W00144,Registered
0h 9m 14s,6/30/2014 15:52,3rd & G St SE,31625,6/30/2014 16:01,L'Enfant Plaza / 7th & C St SW,31218,W21397,Registered
0h 16m 20s,6/30/2014 15:52,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 16:08,6th St & Indiana Ave NW,31264,W20981,Casual
0h 21m 43s,6/30/2014 15:52,13th & U St NW,31268,6/30/2014 16:14,Lamont & Mt Pleasant NW,31107,W01444,Registered
0h 19m 27s,6/30/2014 15:52,8th & East Capitol St NE,31629,6/30/2014 16:11,Gallaudet / 8th St & Florida Ave NE,31508,W00321,Registered
0h 3m 18s,6/30/2014 15:52,USDA / 12th & Independence Ave SW,31217,6/30/2014 15:55,10th St & Constitution Ave NW,31219,W01394,Registered
0h 9m 20s,6/30/2014 15:52,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:01,Columbus Circle / Union Station,31623,W21410,Registered
0h 25m 55s,6/30/2014 15:52,18th & M St NW,31221,6/30/2014 16:18,13th & H St NE,31611,W00729,Registered
0h 11m 13s,6/30/2014 15:52,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 16:04,Thomas Circle,31241,W01344,Registered
0h 15m 42s,6/30/2014 15:52,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 16:08,6th St & Indiana Ave NW,31264,W00499,Casual
0h 17m 59s,6/30/2014 15:53,Lynn & 19th St North,31014,6/30/2014 16:11,34th St & Wisconsin Ave NW,31226,W21681,Registered
0h 21m 52s,6/30/2014 15:53,4th & M St SW,31108,6/30/2014 16:15,22nd & I St NW / Foggy Bottom,31257,W00474,Registered
0h 29m 0s,6/30/2014 15:53,Lincoln Memorial,31258,6/30/2014 16:22,10th St & Constitution Ave NW,31219,W01440,Casual
0h 28m 15s,6/30/2014 15:53,Lincoln Memorial,31258,6/30/2014 16:21,10th St & Constitution Ave NW,31219,W21096,Casual
0h 6m 28s,6/30/2014 15:53,Columbia Rd & Belmont St NW,31113,6/30/2014 16:00,24th & N St NW,31255,W21336,Registered
0h 7m 19s,6/30/2014 15:53,New Jersey Ave & N St NW/Dunbar HS,31636,6/30/2014 16:00,North Capitol St & F St NW,31624,W20574,Registered
0h 28m 27s,6/30/2014 15:53,Good Hope Rd & 14th St SE,31803,6/30/2014 16:22,20th & L St NW,31250,W21331,Registered
0h 9m 9s,6/30/2014 15:53,14th St Heights / 14th & Crittenden St NW,31402,6/30/2014 16:02,5th & Kennedy St NW,31403,W21718,Registered
0h 32m 3s,6/30/2014 15:53,Thomas Circle,31241,6/30/2014 16:25,Independence Ave & L'Enfant Plaza SW/DOE,31633,W21195,Casual
0h 4m 42s,6/30/2014 15:53,18th St & Wyoming Ave NW,31114,6/30/2014 15:58,Harvard St & Adams Mill Rd NW,31112,W00888,Registered
0h 29m 49s,6/30/2014 15:53,Lynn & 19th St North,31014,6/30/2014 16:23,13th & H St NE,31611,W21224,Registered
0h 21m 22s,6/30/2014 15:54,18th St & Pennsylvania Ave NW,31242,6/30/2014 16:15,3000 Connecticut Ave NW / National Zoo,31307,W20868,Registered
2h 38m 24s,6/30/2014 15:54,8th & H St NW,31228,6/30/2014 18:32,8th & D St NW,31270,W21121,Casual
0h 13m 37s,6/30/2014 15:54,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:07,Thomas Circle,31241,W21532,Casual
0h 20m 32s,6/30/2014 15:54,Georgia Ave and Fairmont St NW,31207,6/30/2014 16:14,Massachusetts Ave & Dupont Circle NW,31200,W01179,Registered
0h 22m 41s,6/30/2014 15:54,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:17,Lincoln Memorial,31258,W20962,Casual
0h 6m 3s,6/30/2014 15:54,14th & Rhode Island Ave NW,31203,6/30/2014 16:00,Massachusetts Ave & Dupont Circle NW,31200,W21353,Registered
0h 10m 38s,6/30/2014 15:54,North Capitol St & G Pl NE,31637,6/30/2014 16:05,14th & G St NW,31238,W20689,Registered
0h 2m 42s,6/30/2014 15:54,5th & F St NW,31620,6/30/2014 15:57,5th & K St NW,31600,W20179,Registered
0h 7m 30s,6/30/2014 15:54,20th & L St NW,31250,6/30/2014 16:02,15th & P St NW,31201,W21507,Registered
0h 31m 23s,6/30/2014 15:54,14th & Rhode Island Ave NW,31203,6/30/2014 16:26,17th & K St NW / Farragut Square,31233,W01354,Casual
0h 10m 2s,6/30/2014 15:54,4th & M St SW,31108,6/30/2014 16:05,8th & Eye St SE / Barracks Row,31608,W21466,Registered
0h 21m 26s,6/30/2014 15:55,8th & H St NW,31228,6/30/2014 16:16,New Hampshire Ave & T St NW,31229,W01433,Registered
0h 12m 51s,6/30/2014 15:55,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:07,Thomas Circle,31241,W21008,Casual
0h 5m 37s,6/30/2014 15:55,15th & Crystal Dr,31003,6/30/2014 16:00,Aurora Hills Community Ctr/18th & Hayes St,31004,W20423,Registered
0h 7m 30s,6/30/2014 15:55,19th St & Pennsylvania Ave NW,31100,6/30/2014 16:02,17th St & Massachusetts Ave NW,31267,W21261,Registered
0h 5m 23s,6/30/2014 15:55,14th & Harvard St NW,31105,6/30/2014 16:00,Lamont & Mt Pleasant NW,31107,W20081,Registered
0h 11m 7s,6/30/2014 15:55,Washington & Independence Ave SW/HHS,31272,6/30/2014 16:06,4th & East Capitol St NE,31618,W20898,Casual
0h 12m 40s,6/30/2014 15:55,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 16:07,Thomas Circle,31241,W21698,Casual
0h 30m 50s,6/30/2014 15:55,14th & Rhode Island Ave NW,31203,6/30/2014 16:26,17th & K St NW / Farragut Square,31233,W00802,Registered
0h 10m 48s,6/30/2014 15:55,Washington & Independence Ave SW/HHS,31272,6/30/2014 16:06,4th & East Capitol St NE,31618,W00189,Casual
0h 13m 31s,6/30/2014 15:55,11th & M St NW,31266,6/30/2014 16:09,M St & Pennsylvania Ave NW,31246,W20204,Registered
0h 4m 19s,6/30/2014 15:55,Convention Center / 7th & M St NW,31223,6/30/2014 16:00,8th & D St NW,31270,W20378,Registered
2h 36m 8s,6/30/2014 15:55,8th & H St NW,31228,6/30/2014 18:31,8th & D St NW,31270,W21599,Casual
0h 15m 59s,6/30/2014 15:55,37th & O St NW / Georgetown University,31236,6/30/2014 16:11,13th & U St NW,31268,W01326,Registered
0h 3m 8s,6/30/2014 15:55,27th & Crystal Dr,31009,6/30/2014 15:58,S Glebe & Potomac Ave,31010,W00255,Registered
0h 3m 51s,6/30/2014 15:55,5th St & Massachusetts Ave NW,31265,6/30/2014 15:59,North Capitol St & F St NW,31624,W00118,Registered
0h 3m 12s,6/30/2014 15:56,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 15:59,17th & Corcoran St NW,31214,W21037,Registered
0h 5m 45s,6/30/2014 15:56,1st & H St NW,31638,6/30/2014 16:01,North Capitol St & F St NW,31624,W01177,Registered
